hitIndex,hitDocId,hitStart,hitEnd,score,quoteIndex,quoteStart,quoteEnd,quoteDocId,workCount,quoteMeta,hitMeta,quoteText,hitText,result,annotator
25890,0406200102,2499212,2499582,0.658,2,786441,786651,A48874,32,top5,top30-40," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","the impossibility of coming to 'a final<br />Division of the least Particles of every<br />Body; that which it takes from Aftro-<br />nomy, for the Sphere, and the Motions<br />either of' the Heavens or of the Earth,<br />which make the Days and the Years,<br />and that in some other Matters it dif-<br />covers several Truths: The Study e-<br />ven of the obfcureft Matters in Phyfick,<br />hath its usefulness in",N,5
27002,1138100700,26749,27159,0.657,2,786441,786651,A48874,32,top5,top30-40," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","must fay, that it fills the in-<br />finite Spaces with its corporeal Extension;<br />where then must we find out new Spaces for to<br />place in all other Bodies. According to the<br />Hypothesis I am speaking of, the Existence<br />of all other Bodies would be impossible, for<br />want of Room for them; for two corporial<br />Substances being both impenetrable, drive<br />eaeh other from the fame Space. This is what<br />that Philosophical Scepticis",N,5
29906,0059100100,163451,163815,0.654,2,786441,786651,A48874,32,top5,top30-40," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","ure and<br />'gross, so that we can neither won-<br />der at the Inequality of its' Surface,<br />'or its want'of Transparency. In the<br />'Fusion of homogeneous' Bodies, we<br />'find they only become polished and<br />'lucid as their Particles in Proportion<br />'resemble each other in Make and<br />Weight, so that they descend equal-<br />'ly, and mix intimately with each<br />other. But when this necessary",N,5
34488,0425900300,88070,88474,0.65,2,786441,786651,A48874,32,top5,top40-50," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","with any pro-<br />priety, affected our reasonings on men and quadrupeds, where we knew<br />they actually existed, and where their function appears to be as certain as<br />their existence. All that we have gained by the discovery of these vessels,<br />ill amphibious animals, birds, and fishes, is the proof of the simplicity and<br /><br />unifonnity<br /><br />uniformity of nature, in doing the same thing, in all the different classes of",T,5
35972,0591901100,51699,52016,0.648,2,786441,786651,A48874,32,top5,top40-50," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","ce; and that, SubiRance; and they<br />are undoubtedly diJfint and many in Number;<br />yet, nevertheless, there Parts or -Canfituevts being<br />iipartable, all Self-exifient, and essentially and in-<br />separably conneted and united, and being all t0o<br />gether so conne&ed and united, the Ground or Suk<br />il2 of an individual Unity of Per",N,5
41108,1044901300,31956,32305,0.644,2,786441,786651,A48874,32,top5,top40-50," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","-- that all in this Machine we spy,<br />Earth, Sea, and Air, - and vast Expanit of Sky,<br />Are like some Strucure of Mechannic Art,<br />Constant the whole, but varying ev'ry Part.<br /><br />What is, has been, and must again enfiu<br />Nothing in Nature is entirely New;<br />That - void of Limits is th' JEtherial Space,<br />WhereWorlds like ours, and numberlcfs,have Placc'<br /><br />He said",N,5
43598,0044504300,19982,20355,0.642,2,786441,786651,A48874,32,top5,top40-50," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","the<br />whole Earth together into one amicable Society: Pacis<br />Indolem filus homo ftelligit, fays the Civilian. Man<br />of all other Creatures knows only belt how to Culti-<br />vate and Improve those several Duties and Obligations<br />which may procure and preserve a mutual Good Under-<br />flanding and Amity. Therefore fays Quitilia, De-<br />clam. 9. Natura prater ctera animalia induit Cfiris<br />pe",T,5
44231,0570200100,846331,846719,0.642,2,786441,786651,A48874,32,top5,top40-50," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","That it is impoflible for one or all the Planets to suppress<br />the Properties of Nature; as that a Child which is born<br />under a frowning Planet should never laugh. A cold Pro-<br />perty in Planets vainly asserted. The Peripatetic Principle,<br />that no Planet, the Moon excepted, changes Property, but<br />by regard of Place. TheOpinionofothers, that all Planets<br />are favourable in their Kind, but forced",N,5
54446,0258800900,13353,13702,0.635,2,786441,786651,A48874,32,top5,top50-60," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","be as<br />one fold, and one fiepberd (a), the Jirjl happy, and the nmofl<br />harmonious Family in the WORLD,<br /><br />Initead of this, Sir, there seems, at present, to be little else<br />but firife and discord to be found either at home or abroad;<br />and notwithstanding the Earth is loaded with the rich boun-<br />. ties of a kind and indulgent PARENT, we are almost ripe for",N,5
58594,0704500500,189396,189779,0.632,2,786441,786651,A48874,32,top5,top50-60," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","we take a firvcy only<br />of the animal World, or extend our view to the vail-<br />circle of Creation, we fiall every where fee abundant<br />Reason to be of opinion that Inequality is as it were the<br />universal Law of Nature; scarcely fliall we find a single<br />Animal but what differs in foine respect not only from<br />others of the fame Genus, but even from those of the<br />lamne Species with-itfelf; And",M,2
60453,0365000300,73539,73943,0.631,2,786441,786651,A48874,32,top5,top50-60," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","for inflance, that every part of a<br />Circle is equally difiant from the Center; this<br />Proposition does not hang in fisptence, then to<br />be acually verified when the things shall exist<br />in Nature, but is at present acually true, as<br />a&ually true as ever it will or can be; and<br />consequently I may thence infer, that the things<br />themselves already are. There is no neceflity,<br />I confess, they should exist in Nature,",N,5
62651,0258400600,71531,71915,0.63,2,786441,786651,A48874,32,top5,top50-60," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","-<br />mony amongst all the colours of the piece,<br />that scarce any one of them can be said<br />to clash with another.<br /><br />AFTER all, it is no way surprising, that<br />we ihould, by means of this contrivance,<br />discover, what otherwise we might justly de-<br />fpair of ever being acquainted with. We<br /><br />cannot<br /><br />cannot look directly at any objec, that is<br />not surrounded by so many others, all darting<br />their rays",N,5
64039,0574501300,147995,148406,0.629,2,786441,786651,A48874,32,top5,top50-60," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","of Theseus. Strabo's Geograph. Lib. XVII.<br /><br />[T] Some difficulties, equally futile and unreasonable, have<br />likewise been flarted against the probability of that account,<br />which derives the whole race of mankind from one common tfock,<br />notwithltanding the diversity of complexion, and the separation<br />of country; but atual observation hath ascertained that climate<br />and local circumstances are sufficient to account for",N,2
65302,0678400100,412267,412632,0.628,2,786441,786651,A48874,32,top5,top60-70," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","Common Ra-<br />tional Nature, or Intelligent Substance.<br /><br />Now, This I do not Think Impossible: For<br />God can, of His Infinite Wisdom and Power,<br />Create a Spirit futably Qualifi'd, and Unite it to<br />Three Diitind Human Bodies, so as it may Per-<br />form in each of them all these Vital and Ra-<br />tional Adions, that Three Diftinc Souls of<br />*Men do ordinarily in their Diitind Bodies;",N,5
67443,0268201102,198845,199158,0.627,2,786441,786651,A48874,32,top5,top60-70," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","in all Symetries and Proportions, Sizes, Sea-<br />tures, Figures, and Complexions alike) is also so<br />offnded with diversity of Thoughts, Opinions,<br />Fancies, or u tdgments diffcring. Fortho' we are<br />all of d;ferent Airs, and Features, and Shapes, yet<br />we all continue to be Men ; and tho' we may differ in<br />many Plunfilio's",T,5
74365,1417700500,177265,177593,0.623,2,786441,786651,A48874,32,top5,top60-70," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","nd room for the various and ahrlioff in-<br />numerable fplecies of all the animal creation, . each of<br />them being at leafs as produftive as the human race,<br />and eqlually exempt from decay and death--fh~all we<br />hot be canipelled to acklnowledge that: death was in fa~t<br />the neceflary and inevitable consequence of humin and<br />a~i~mal~ exIi",T,5
75243,0006601500,169873,170278,0.623,2,786441,786651,A48874,32,top5,top60-70," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","n together and become one Tooth;<br />but whether the Rjidimnita, which have not as yet appeared<br />without the Jaw, do ever expel these which have appeared, and<br />succeed them, is the queflion; no Experiment yet being made<br />concerning the Produdion of those in this Animal. The period<br />ot the Time that Elcfbarts live, and the Age of this we treat of<br />being unknown, we can give no positive determination in this Mat.",N,5
79553,0114600500,335677,336013,0.621,2,786441,786651,A48874,32,top5,top60-70," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","la<br />' physique eft celle, qu'on met le plus en<br />' parti, & qu'on abandonne le plus aux sup-<br />' positions de 1'esprit humain. Combien de<br />' systemes ne fait-on pas pour donner raison<br />' de ces apparences ? ce qu'il y a de rare, c'eft,<br />' qu'on en vient a but dans toutes, les hypo-<br />' theses, de forte qui la difference des unes<br />' aux autres ne",N,5
91643,1538400303,121121,121380,0.616,2,786441,786651,A48874,32,top5,top70-80," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","idfiée, que<br />quand la conf6quence de fes liaisons peu<br />délicates eut injuirid fa f'antd. Danis ce mo-<br />ment, elle s'6tolt f6parde de fon·it; &t de-<br />puis ce temps, faI conduite n'avoit pas it6<br />propre à la faire re·venir 4 lui. Par degrgs ,<br />elle s'étoit femtie fup",N,5
92775,0310300400,652339,652718,0.615,2,786441,786651,A48874,32,top5,top70-80," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","a wonderful Capacity.<br /><br />How far inferior, notwithstanding, are all the other<br />Animals to Man, and how divide is that Reason with<br />which he is endowed ! How many and how different<br />Objects does the Mind of Man comprehend at once,<br />or in the quickest Succeffiori! Starting from the nar-<br />row Bounds of the Body, in a Moment it reaches to all<br />the surrounding Obje6ts: It runs over Plains,",T,5
93569,0605600300,57814,58103,0.615,2,786441,786651,A48874,32,top5,top70-80," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","& même la fin de leur<br />grand Cancellariat? C'eft ce qu'on ne<br />peut abfolument déterminer; & cette<br />oonfufion, qu'il n'eft pas poffible de<br />réduire à l'ordre, nous oblige de reve-<br />nir fur nos pas, pour en diminuer au<br />moins les ténebres.<br /><br />. X.<br />Archi-Chanceliers fous Charles-le-Gros.<br />LEs Hiftori",N,5
106195,0307701300,78484,78888,0.61,2,786441,786651,A48874,32,top5,top70-80," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","tion;<br />for it seems that in the more perfect or<br />complicated, as man, whose sentient powers<br /><br />are<br /><br />( 83 )<br />are greatest, the vital are least; and we<br />believe this will hold good in gradation<br />with all the inferior animals, that, in pro-<br />portion as the sentient powers abound, the<br />vital diminish, and vice verfao<br /><br />This is strikingly exemplified in the<br />polypus, which has been observed to<br />regenerate into as many",T,5
107619,0399200202,595143,595566,0.609,2,786441,786651,A48874,32,top5,top70-80," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","into the World.<br />Neither is there any thing incredible in<br />all this, nor contrary to Reason. For<br />even in the natural World, there are<br />many things in thenjelves so subtle, that<br />we cannot at all discern them with our<br />Eyes, which yet are very manifest and<br />very great in their Effes. The Wind<br />is a thing altogether invisible, and no<br />Man can behold its Motion, even when<br />it blows with the greatest Violence:<br />Yet that there is such",N,5
111752,1284500400,18899,19301,0.608,2,786441,786651,A48874,32,top5,top80-90," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","corpuscles, to answer one<br />mighty intention of nature, the propagation<br />of salts through the universe.<br /><br />Even the notion of an analysation at sea<br />has obtained, and that more or less of an<br />acid spirit is constantly ascending in the va-<br />pour: which the extreme corrosiveness of<br />sea air, in more southerly climates, destroy-<br />ing very soon all metals and stony bodies,<br />gives ground to conjecture.<br /><br />CHAP.<br /><br />CHAP",N,5
117078,1437400800,54731,54982,0.606,2,786441,786651,A48874,32,top5,top80-90," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","idée qu'il avoit de la Ex.<br /><br />cult6é vifuielle , ne mricé;oieno<br />gruères d'8t·re defirds;. it mietroid<br />le rac't au niveaui de la vuie.<br />MPloins dificair·, f~es solutions pluis<br />faiivies éroienlt plus vraies , Sc<br />plusç étendues 4 fntant diff6trem-<br />anent les",N,5
120147,0384700500,778986,779335,0.605,2,786441,786651,A48874,32,top5,top80-90," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","countcrpoifing each other, by some general Lau of Graitation. That if Bodies rte<br />bounded, those, within the Limit, would, by the Attration of one another, in Time, unite in the middle Space.<br />And herein it is observable, that L/nrs of Space appear as impible to Conception, as the imits ofTime, or of Exifence. For, thereisn:<br />Thought can imagine when",N,5
120721,0447900800,49816,50137,0.605,2,786441,786651,A48874,32,top5,top80-90," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","s<br />fe penvent prendre les noms appellatifs & communs; il femble<br />qn'il devienne, en quelque fapon, inutile avant les norns, qui ne<br />pouvant designer qn'un objet a la fois, font par cela mnme incapables<br />de varier, poor ce qui regarde l'&tendue de leur signification. Ce-<br />pendant il n'est pas rare de voir ces noms pr&eceds de",N,5
126616,0034401100,31906,32306,0.603,2,786441,786651,A48874,32,top5,top80-90," on till we come to the lowest and the most inorganical parts of Matter, we shall find every-where, that the several Species are linked together, and differ but in almost insensible degrees. And when we conside","Planets so<br />abundantly with every thing Necessary for the Support and Conti-<br />nuance of the numerous Races of Plants and Animals, they are<br />rfocked with, has over and above provided a numerous Train of Co-<br />mets far exceeding the Number of Planets, to retify continually,<br />and restore their gradual Decay, which is our Author's Opinion<br />concerning them. For since the Comets are subjet to such une-<br />qual De",N,5
0,1317700800,12444,12712,0.805,8,1062917,1063091,A48874,24,top6-50,top5,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","rd, v. to liit with, agree, unite.<br />Accord ance, J. agreement, friendship.<br />Accord ant, v. agreeable, consenting.<br />Accord ing, pr. agreeable to.<br />Accord ingly, ad.agreeably, consequently.<br />Acco'R ·i, . a. to addrers, salute.<br />Acco stable, v'. eaTy of acceis, free.<br />Accou nt,",N,5
1,0629301002,37619,37968,0.79,8,1062917,1063091,A48874,24,top6-50,top5,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","rd or agreement, and the regimen or<br />governmeint of words.<br /><br />One word is said to agree with another, when it<br />is required to be in like cafe, number, gender, or<br />Derfon.<br /><br />One word is said to govern another, when it<br />caufeth the other to be in some cafe or mode..<br /><br />The prin.;ia palrts of a simple sentence are, the<br />sc:t, the at;;-iufe, and the objet ; as,",T,5
2,1538500100,1223387,1223633,0.783,8,1062917,1063091,A48874,24,top6-50,top5,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","Co D rD Ea, dt-vIde'. v. n.<br /><br />T rr to fllnder:, to break; friendship,<br /><br />ToVIart , drv'b-d~tod r<br />D hre<br /><br />v<br /><br />t e part allotted in divifron ; divi<br /><br />Ari,,d is the number given to be parted or<br />divided.<br /><br />,<br /><br />DnranE, dd-vl'd~r. ~<br /><br />That which parts any thing",N,5
3,0821500101,977910,978306,0.777,8,1062917,1063091,A48874,24,top6-50,top5,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","join'd or separated, according to the Agreement or Dilagree-<br />ment of the things they stand for. The Signs we chiefly use are either Ideas<br />or Words, wherewith we make either mental or verbal Propositions. Truth<br />lies in so joining or separating these Representatives, as the things they stand<br />for do in themselves agree or disagree; and Falflood in the contrary, as shall<br />be more fully lhew'd herea",P,5
4,1163400200,2698779,2699144,0.776,8,1062917,1063091,A48874,24,top6-50,top5,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","with one another, the Significate being comprehend- according as it is unde~stood, and as it is reative to,<br />ed together with the Apparent, will be also appa- and dete~ive of, the Significate, is found to be in-<br />rent. For as Right and Left incurring to us together, exient, as we shewed before. Now either Sign is,<br />Right is not said to be more apparent than Left, or",M,5
313,0460101800,120564,120872,0.721,8,1062917,1063091,A48874,24,top6-50,top0-10,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","81<br />G Erundia in Dliir pendent ab his Praepofitionibus,<br />Ifter, ante, ad, ob, propter; ut, Inter.canandum bi-<br />-.ares eJze.<br />IF a Word ends in (in?) being neither a Subftative,<br /><br />nor a Participle agreeing with one, and has these<br />Signs Betwreen, or At coming before it, the aforefaia<br />Signs are made in Latin by Int",N,5
2552,0507900102,205899,206223,0.679,8,1062917,1063091,A48874,24,top6-50,top0-10,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","Words,<br />"" or obvious Circumffances, does plainly imply a De-<br />' nial of its belonging to any Part of its Person, or<br />to any Nature in it. For rho' I may affirm a Thing<br />"" of a Man that belongs only to a Part of him, yet<br />"" I cannot justly deny a Thing of him which belongs<br />' to one Part, because it belongs not to another. As<br />"" I",M,5
2585,0579400701,38446,38841,0.679,8,1062917,1063091,A48874,24,top6-50,top0-10,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","decrces of union between<br />words, so as to enable us to divide them<br />properly ?- To this it may be answered,<br />that all words may be diftinguiffed into<br />those that modify, and those that are mo-<br /><br />D 2 dified;<br /><br />dified *; the words that are modified are the<br />nominative, and the verb it governs; every<br />other word may be said to be a modifier<br />of these words; the noun and verb being<br />thus distinguished from",T,5
4316,1349900600,28530,28816,0.667,8,1062917,1063091,A48874,24,top6-50,top0-10,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","ative of the<br /><br />like Signification.<br /><br />AD~ATIVE.<br /><br />WI~ords that have the Sign to or for after them,<br /><br />govern a Dative ; tho' the Sign be not expressed.<br /><br />V~erbs signifying Prof/t.or Loss, Pleasu~re or<br /><br />DiJpleaJu~re, IfrufJ or Diti~ruf a Help, Hurt s Comz-<br />mandm, Serve ; Ok~y, Reff Z; govern a",N,5
5475,1518700500,587330,587725,0.661,8,1062917,1063091,A48874,24,top6-50,top0-10,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","place below or under it for, the circle or border part r<br />therefore ; before the part upon; wherefore, for the above cause<br />or circle; because, by the cause or our own actions; that, the<br />fide or thing at or towards. The disjun&ives are or, the bor-<br />der or circle part, which may belong to the one fide or the<br />other ; nor, its negative or neither fide; either, the fide spring<br />water part, which may",N,5
8739,0845100101,202474,202799,0.649,8,1062917,1063091,A48874,24,top6-50,top10-20,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","is of two kinds: I. 0-<br />riginal, virtual, and implied. 2. Expreft, and declard by<br />oaths or promises.<br /><br />The virtual or implied alligeance is that, which the sub-<br />jeC owes to his sovereign antecedently to any express pro-<br />mise, oath, or engagement: this is that, which the Cuflumer<br />de Normandie mentions cap. 1 3. Aliance & la lo",N,5
13861,0456100105,328352,328659,0.637,8,1062917,1063091,A48874,24,top6-50,top10-20,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","tis<br />óap-v i- -&icv. And concerning the ftridt<br />and proper Meaning of this Word, Ers-<br />Ad-, there is a great Dispute among the<br />Criticks; but I think the most easy and<br />natural Sense of the Word, as well as the<br />most agreeable to thisPlace, is that of St.<br />ChryfoJfom, who fays, that is [;rwO<br />which is necessary w,",N,5
16695,0738901200,191043,191349,0.632,8,1062917,1063091,A48874,24,top6-50,top10-20,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","' Son,<br /><br />If by iJYe d:' o'&v should be meant no difingl Personality, we Pampi.<br />shall both agree in rejeeting this Third Opinion, and so does Apol.<br />Origen too.<br /><br />But if idgYa, o :, V be taken, as I have render'd ir, (and it P'76<br />properly signifies ) for Subffance or Essence, then here the Con-<br />fubfltatiality",N,5
17028,1097900700,16295,16666,0.631,8,1062917,1063091,A48874,24,top6-50,top10-20,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","Doing such dat aa are In-<br />consistent with the Holding, or Retaining of the Thinx ; which<br />the Commons take to be cie iprelnct Cale, andtheretore made<br />Choice of the Word Abdicate, as that which they thought<br />did, above all others, molt properly express that Meaning:<br />And in this latter Sence it is taken by Others, and that it is<br />the true Signification of the Word, I hall i",N,5
19817,0312600802,2164,2407,0.627,8,1062917,1063091,A48874,24,top6-50,top10-20,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","v'juq Society, when the Community or Society do<br />Ir-. C!:ji Gil. not cohabit: And here the \Word Body, or Cor-<br />.nL.;. ipor:.rtion, is a generical Term ; fr it may pro-<br />l'i,:s2sqs; perly be so fltled, whether the dnembers there-<br />-G:,.j. i. in of",N,5
22559,0997900100,7970,8299,0.623,8,1062917,1063091,A48874,24,top6-50,top20-30,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","tter part thereof, throw it n/ide as Anti-<br />nomian ; nor the other/fort, from looking only into theformer<br />part, thrown it aside as legal.<br /><br />In fine, rwhereas 1 have f/arcely ever been acquainted<br />'with any pralical comrpojure, of human product, Jo evange-<br />lical, in a thread mnore connef, and a method more exac',<br />than this; I equal",N,5
25301,0420603100,25604,25851,0.619,8,1062917,1063091,A48874,24,top6-50,top20-30,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","y ddeddf, Ga. iv. 4. Danfonodd<br /><br />Duw<br /><br />[ 19]<br />Duw ei Fab wedi ei wneuthur o Wraig, wedi ei wneuthur<br />tan y ddeddf.<br /><br />P. 3. Darostyngiad CR.IST oedd yn sefyll yn ei ddio-<br />ddeSad o ofydiau'r bywyd hwn, E/a. liii. 3. dirmygedig<br />v\v, a dliyflraf or gwyr Go",N,5
26532,0962100100,509079,509297,0.618,8,1062917,1063091,A48874,24,top6-50,top20-30,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","-?!, '<br />ft'irW, is to place the power.'-'?óez/d ';: . !i o<br />.fay boib- i's to' introduce two oppofit.:' ""'..!,<br />deciruEtive of each. other; whichi ;,' ,..i-t,<br />is to fay nothing. This Definition thcrec;re, ;;<br />itl now iands",N,5
27302,0835500600,67278,67511,0.617,8,1062917,1063091,A48874,24,top6-50,top20-30,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","To Express<br />The Connecion and Dependence of<br /><br />Sentences.<br />Et '<br />Ac And<br />cue t<br />Aq; [<br />Ner; 5 Neither, nor<br />AL' |<br />AuI<br />i''d \ rLirher. Or,<br />Sive<br />Ni le<br />Nifi  lcfl<br />At<br />/hltem<br /><br />o · t ]gEut<br />n)ea<br />r.ei'o<br /><br />&ini<br /><br />i g.<br /><br />.t5aw<br />I<br />J1<br /><br />( 64 )<br />Nam<br />Namq, I<br />Er",N,5
32695,0127602500,12275,12637,0.611,8,1062917,1063091,A48874,24,top6-50,top20-30,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","ed in that manner, or very like it;<br />and our dictionaries, when they speak of it<br />as a numeral, £eem to confirm this opinion:<br />besides this 1 fay, co is clearly a dirfin&<br />tingle charaaer, and is really as different<br />from D, as X is from V: for this likewise<br />may seem to be made by the joining of<br />two V's Let one above the other, with their<br />points turned towards each",T,5
38700,0720300100,117898,118228,0.606,8,1062917,1063091,A48874,24,top6-50,top30-40,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","distemper ditty<br />dift6nd divan<br />distention dive<br />diftin& diverge<br />diftil, led divergent<br />diitillation diverse<br />distinct:. . div&rsify<br />distinction diversion<br />distinguish diversity<br />difinguifhable diverfly<br />diftorr div&rt<br />distortion dives<br />diftrfi: . div6ft<br />diftraftioh. divide<br />distrain dividend<br />diftr6fi divination<br />difribute divine<br />difribute",N,5
41900,0263700300,126796,127050,0.603,8,1062917,1063091,A48874,24,top6-50,top30-40,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","The Participles.<br />Building, btik.<br />The.Verbs of the Third<br /><br />Conjugation end in<br />oir; as, devoir, re-<br />cevoir.<br /><br />To RECEIvE,<br />The- IDiCA'rlvE.<br />The Prefent Tenfe.<br />IRerei-e, itou receivjfl,<br />lbe ,e:iiveth; we recetie,<br />yr rereive, tkey receive.-<br /><br />The Preter-Imperfe&",N,2
42008,1141500100,1332279,1332523,0.603,8,1062917,1063091,A48874,24,top6-50,top30-40,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","dtty.; which, is, a if he hadfaid,<br />""If any¥willthewNie the way,. lwill follow it wihal, my hcertY'<br />AX 'fxt-h. evidence'for one oear findingof. Cod,- is, to.be obcdir<br />ent to:tlhcountel of:ohers, 'and to take.direidLrrfrom them,<br />bor fb nmuch:Job'",N,5
43461,0469600400,1067433,1067679,0.602,8,1062917,1063091,A48874,24,top6-50,top30-40,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","ait:r xi:ce error or dt feet shall have inter-<br />vAnttd: jiv;g 'ahelnjs unto intints,JeWle C.'<br />eits, rserir ns o,0n in.poJ tmentis; pertons In<br />nloiin, belocnd leasj or wtthout the United<br />States, the fight of brirging mny writ of error,<br />.or luit tor",N,5
48246,1330100400,31282,31586,0.598,8,1062917,1063091,A48874,24,top6-50,top30-40,"rd, to signifie nothing but *the joining or separating of Signs, as the Things signified by them, do agree or disagree one with another*; which way of joining or separating o","dioes not imply independent felfu<br />fuffiient~ existence in the ~creature, but onlyr a more noble and<br />exellent madne oaf existenc~e, and as so far from weakening the<br />arguinierit taken f~rockicreatiori, for the ex~iffence of a God, that<br />it `iEreng~thers~ it ex~ceedingy For the msrore gSod causes a creao<br />ru",N,5
