,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
43,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",259700101,"impossible to use in language a different and
dlifltilc complex term for each different and diftinEt collecHion
of ideas, than it is to use a diftint particular term for each
particular and individ&aal idea. To supply, therefore, the
place of the complex terms which are wanting in a language,.
is the Preposition employed. By whose aid complex terms
are prevented from being infinite or too numerous, and are
uscd only for those collections",410577,411018,0.823,Meaning Match,T32791,education,"Epea pteroenta. Or, the diversions of Purley. Part I. By John Horne Tooke, A. M. late of St. John's College, Cambridge.",54605-epea pteroenta or diversions of purley,1798,English,London,
44,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",177000600,"this is called a complex:
idea of reflection.

Besides the infinite number of complex.
ideas, or combinations of simple ideas,.
united like parcels, containing a variety of
goods; the readier to be reviewed in the
warehouse of the understanding, and the
easier to be. conveyed to others unde. one
single denomination, to avoid the trouble.
and difficulty of enumerating the parti-.

* Here the composition is evidently in",12748,13169,0.823,Meaning Match,T136404,philosophy,An epitome of logic. In four parts. By N. Dralloc.,95608-an epitome of logic in four parts,1795,English,London,
45,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",36100902,"reasonings, than what they have hitherto
been able to attain. Complex ideas may, perhaps, be
well known by definition, which is nothing but an enu-
meration of thobe parts or simple ideas, that compose
them. But when we have pufled up.definitions to the
most simple ideas, and find flill some ambiguity and ob-
fcurity; what resource are we then possessed of? By
what invention can we throw light upon",107489,107890,0.823,Meaning Match,T33495,philosophy,"Essays and treatises on several subjects. In two volumes. By David Hume, Esq; ... . Containing Essays, Moral, Political, and Literary.",970-essays and treatises on several subjects,1784,English,London,"hume, david, 1711-1776"
46,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",25801800,"the other, of these two
classes.

Ideas are either simple or complex. A simple
idea, whether of sensation or reflection, presents
but one uniform, indivisible character to the mind,
which will not admit of plurality; nor can it pos-
sibly be perceived to contain two different na-
tures. Such are all those before mentioned. All
simple ideas of sensation the mind passively rc-

A2

ceives from external objects, and all simple idea",7309,7741,0.822,Paraphrase,T109416,philosophy,"The essentials of logic: being a second edition of Dralloc's Epitome improved, comprising an universal system of practical reasoning; Illustrated by Familiar Examples, from Approved Authors. By John Collard.",95609-essentials of logic being second edition of drallocs epitome improved comprising universal system of practical reasoning illustrated by familiar examples from approved authors,1796,English,London,"collard, john, 1769-1810"
47,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",843200201,"complex than the natural objects
that first excited them, have been called compounded ideas, as when
,we think of a sphinx, or griffin.

5. And those that are less complex than the correspondent natural
objeds, have been termed abftradted ideas: thus sweetness, and white-
ness, and solidity, are received at the fame time fiom a lump of sugar,
yet I can recolled any of these qualities without",248646,249040,0.821,Meaning Match,T113901,science,"Zoonomia; or, the laws of organic life. ... . By Erasmus Darwin, M.D. F.R.S. Author of the Botanic Garden.",X-T113901,1794,English,London,"darwin, erasmus, 1731-1802"
48,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",629301002,"D E A S of this class may be reduced to these
heads:

I. Modes.
2. Substances.
3. And Relations..
MODES, are such complex ideas, as are not
supposed to exist by themselves, but are confidered
as dependencies on the substances, as triangle,.
gratitude, &c. Of these there are two kinds,
Firlt, such as are only variations of the fame
simple ideas, as ten, twenty",275822,276183,0.821,Meaning Match,T124906,literature_and_arts,"The lady's encyclopedia: or, a concise analysis of the belles lettres, the fine arts, and the sciences, in three volumes. Illustrated with fifty engraved heads, and thirty-four maps, &c. By the Rev. J. Seally, ...",114549-ladys encyclopedia or concise analysis of belles lettres fine arts and sciences in three volumes,1788,English,London,"seally, john, approximately 1747-1795"
49,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1740200300,"honeity,
fraud, fdealing, &c. All these are complex,
abitraat, general ideas, which may, and, to
the ignorant, must be described, or defined,
as- they are naturally and necessarily com-
pounded of various ideas of causes, effeas,

C relations,

[ 8 3

relationscircumfiances, intentions, &2. wvhichl
ideas can exist no where, but in the ui-
deri/a",17851,18198,0.82,Meaning Match,T88453,philosophy,"An examination of the scheme of morality, advanced by Dr. Hutcheson, late Professor of Morality, in the University of Glasgow. By John Taylor, ...",143394-an examination of scheme of morality advanced by dr hutcheson professor of morality in university of glasgow by john taylor,1759,English,London,"taylor, john, 1694-1761"
50,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",983200100,"L.

COMPLEX' IcooplexuJ, L., compound,
er consisting of divers Ingredients.
The COMbPLEX, the Sum or Whole. L.
COMPLEX Ideas [in Logick] are Ideas
compounded, or confiiting of several fim-
ple Ideas. Locke.

COMPLEX'ION, an embracing, L. Also
Temperament; the State and Constitution
of the Body, as sanguine, phlegmatic",832283,832602,0.819,Meaning Match,T210204,philosophy,"An universal etymological English dictionary; comprehending The Derivations of the Generality of Words in the English Tongue, either Ancient or Modern, from the Ancient British, Saxon, Danish, Norman, and Modern French, Teutonic, Dutch, Spanish, Italian; as also from the Latin, Greek, and Hebrew Languages, each in their proper Characters. And also A brief and clear Explication of all difficult Words, derived from any of the aforesaid Languages, and Terms of Art, relating to Anatomy, Botany, Physick, Pharmacy, Surgery, Chymistry, Philosophy, Divinity, Mathematicks, Grammar, Logick, Rhetorick, Musick, Heraldry, Maritime Affairs, Military Discipline, Horsemanship, Hunting, Hawking, Fowling, Fishing, Gardening, Husbandry, Handicrafts, Confectionary, Carving, Cookery, &c. Together with A large Collection and Explication of Words and Phrases used in our Ancient Statutes, Charters, Writs; Old Records, and Processes in Law, and the Etymology, and Interpretation of the Proper Names of Men, Women, and remarkable Places in Great Britain: Also the Dialects of our different Counties. Also a collection of our most common proverbs, with their Explication. The whole Work compiled and methodically digested, as well for the Entertainment of the Curious, as the Information of the Ignorant; and for the Benefit of young Students, Artificers, Tradesmen, and Foreigners, who are desirous thoroughly to understand what they Speak, Read, or Write. The twenty-fourth edition. By N. Bailey, [greek text].",2521-an universal etymological english dictionary,1778,English,London,"Bailey, N. (Nathan), -1742"
51,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1504600114,", not only as they ar-e
ieally united in external objeAs, but as itself has
Jomned them. Ideas thus made uo of f'everal ideas
pBut together, are called complex ; as mrana, arml,
bmary, gratitude, &c. Bly this faculty of repeat-
ing and joining together its ideas, thle mind has
great power in varying and multiplying the ol-jets
of",3466075,3466406,0.819,Meaning Match,T153977,education,"Encyclopædia perthensis; or Universal dictionary of knowledge, collected from every source; and intended to supersede the use of all other English books of reference. Illustrated with plates and maps. In twenty three volumes","X-encyclopædia perthensis; or universal dictionary of knowledge, collected from every source",1796,English,Perth,
52,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1337300300,"fl
simple Ideas: but complex Ideas may be de-
fined, because they may be resolved into their
simple Ideas; and simple modes may be dcfined,
being the manner in which these simple Ideat
are combined ; and therefore the mind may de-
finc such prccife combination.

2. The names of mixt inodes; and they be-

ig arbitralilv midcle in the mind, for the ends

( i8o",231555,231915,0.818,Meaning Match,T150355,philosophy,"Synopsis compendiaria librorum Hugonis Grotii de jure belli et pacis, Samuelis Clarkii de dei existentiâ et attributis, et Joannis Lockii de intellectu humano",1285-de jure belli et pacis,1751,Latin,Cantabrigiæ,"grotius, hugo, 1583-1645"
53,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1041700300,"-A-
dequate or inadequate ;--Particu-
lar or abftrad.-Simple ideas are
perfectly uniform and void of parts.
-White, black, hot, cold, and most
qualities of bodies, suggest such
ideas.-Complex ideas consist of
parts, or many simple ideas.-
All ideas of bodies, and molt of
those of science and business, are
complex.

XII.
Difsina or clear ideas can rea-",79859,80212,0.818,Meaning Match,T196414,philosophy,Synopsis of lectures on belles lettres and logic. Read in the University of St. Andrews.,37947-synopsis of lectures on belles lettres and logic read in university of st,1790,English,Edinburgh,
54,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",247401000,"a and complex, are first acquired by the
means of sensation; as they equally represent their arche-
types, and the mind has no power of creating ideas, but of
perceiving them as the {hapes of things, or as ideas, accord-
ing to their nature, whether general or particular, simple or
concrete. Abyss or A-b-y-ss, the earth part under, below,
or internal; or a colleation of water within the",53602,53991,0.818,Meaning Match,T8392,education,"The io-Triads; or, the tenth muse, wherein The Origin, Nature, and Connection of the sacred Symbols, Sounds, Words, Ideas and Things, are discovered and investigated, according to the Platonic Numbers. And The Principles of all Human Knowledge, as well as the First Language, are retrieved in the English. Together with The Origin of Language and Nations, an Hieroglyfic Grammar, the Philosophy of Words; and The Circles of Gomer By Row. Jones, Esq.",116873-io-triads or tenth muse wherein origin nature and connection of sacred symbols sounds words ideas and things are discovered and investigated according to platonic numbers,1773,English,London,
55,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",211101400,"bin'd and associated several Ideas
into one Word, such as yealoufji, Stpicion,
Envy. Sometimes where the Passions them-
selves have scarce any difference, yet there
are different Names for them. And there
are many other combin'd Passions that have
no Name. A perfec Scheme therefore is
notto be expected.

9. Finally, I would give my Readers
notice, that several of there Principles,
Qualities, or",19595,19992,0.817,Meaning Match,T68041,religion,"Discourses of the love of God and the use and abuse of the passions in religion, with a devout meditation suited to each discourse. To which is prefix'd, a plain and particular account of the natural passions, with rules for the government of them. By I. Watts.",107967-discourses of love of god and use and abuse of passions in religion with devout meditation suited to each discourse,1729,English,London,"watts, isaac, 1674-1748"
56,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",329800300,"or compound-
ing Ideas.

'Tis by the means of Imagination
that the Ideas or Notions of Things are
diverfify'd. It (hews that the Soul is not
obliged always to think of Things in
the fame Order as the Ideas of them
were at first excited; but that it can, by

the

the free Exercise of a Power inherent ESSAY
in itelf, either separate the Ideas of I.
Things that are most",55177,55546,0.817,Meaning Match,T113254,religion,"Free thoughts concerning souls: in four essays: I. Of the humane soul consider'd in its own nature. II. Of the humane soul compared with the souls of brutes. III. Of the supposed præ-existent state of souls. IV. Of the future states of souls. To which is added, An essay on creation. By the author of the Impartial inquiry, &c.",74732-free thoughts concerning souls in four essays i,1734,English,London,"colliber, samuel"
57,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1144500400,"are all complex, we begin to remark,
that the component parts of these complex ideas are
often, in a great measure, the fame, though in part
different. We also find that we have occasion to
confider those ideas and to speak of them, only so far

forth
'138

forth as they agree; negle&ing that part in which they
differ. We therefore give a name to the aflemblage
of such of those ideas that are common to all there
complex ideas,",209829,210259,0.817,Meaning Match,N13163,science,"The rudiments of mathematics; designed for the use of students at the universities: containing an introduction to algebra, remarks on the first six books of Euclid, the elements of plane trigonometry: by W. Ludlam, late Fellow of St. John's College, Cambridge.",12692-rudiments of mathematics designed for use of students at universities containing introduction to algebra remarks on first six books of euclid elements of plane trigonometry,1787,English,Cambridge,"ludlam, william, 1717-1788"
58,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",672000302,"or confused Idea of Substance, such
as it is, is always the Firit and Chief.
Relations, are a fort of Complex Idea's ariling from
the Consideration and Comparison of one Idea with
another. Of these, some depend only on the Equa-
lity or Excef; of the fame Simple Idea in several
Subjets; and these Mr. Locke thinks may be called
Proportional Relations; such as equal, more, bigger,",24632,25013,0.816,Meaning Match,T128553,education,"Lexicon technicum: or, an universal English dictionary of arts and sciences: ... In two volumes. By John Harris, ... The fifth edition. Now digested into one alphabet: with very considerable additions and improvements ... Illustrated with several additional copper-plates, ...",3473-lexicon technicum,1736,English,London,"harris, john, 1667?-1719"
59,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1116000111,"; but
simple ideas cannot be defined, and between ideas and
founds there is no natural connection, so as that the
one previous to association lhould fuggedl the other.
Even of complex conceptions and mixed modes, the
meaning of the names is generally acquired by as-
fociation; for though it is certainly true, that all such
names are capable of definition, they are yet used with
sufficient propriety by thousands who know not what
a definition is.",3365312,3365761,0.816,Meaning Match,W31873,education,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...","X-encyclopaedia; or, a dictionary of arts, sciences, and miscellaneous literature .",1798,English,Philadelphia,
60,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",412600200,", with other collections of
ideas, which are each, in like manner, charac-
teriftic of a simple substance. Of there species
each is rendered a subalternate genus, and di-
vided into species, by adding to the combination
of ideas expreflive of two simple substances the
idea of some third. Thus, from the variety and
different degrees or complexity of combination
of the ideas, which denote simple substances,

B 3 innum",17842,18261,0.815,Meaning Match,T101090,science,"An essay on chemical nomenclature, by Stephen Dickson, M. D. State Physician in Ireland; Professor of the Practice of Medicine in Trinity College, Dublin; Vice President of the College of Physicians; Secretary to the Committee of Science of the R. I. A; F. R. S. S. A. and of different Medical Societies in London, Edinburgh, Dublin, &c. in which are comprised observations on the same subject, by Richard Kirwan, LL. D. F. R. S. M. R. I. A and of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c.",94375-an essay on chemical nomenclature by stephen dickson m d state physician in ireland professor of practice of medicine in trinity college dublin vice president of college of physicians secretary to committee of science of r i a f r s s a and of different medical societies in london edinburgh dublin in which are comprised observations on same subject by richard kirwan ll d f r s m r i and of academies of stockholm upsal berlin manchester philadelphia,1796,English,London,"dickson, stephen"
61,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",358400200,"they may
properly be called ideas which present no
ditlin& image to the mind:-but fill1 it
will be difficult to conceive how words
can mcve the passions which belong to
real objects, without representing these
objets clearly. This is difficult to us,
because we do not sufficiently diftinguifn,
in our observations upon language, be-
tween a clear expreflion, and a strong
expression. These are frequently con-
-*und",304784,305200,0.815,Meaning Match,T42258,philosophy,"A philosophical enquiry into the origin of our ideas of the sublime and beautiful. With an introductory discourse concerning taste, and several other additions.",1444-philosophical enquiry into origin of our ideas of sublime and beautiful,1787,English,London,"burke, edmund, 1729-1797"
62,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",159300300,", &c.
Again, Ideas are diflinguifhed into, I. Simple,
or indivisible, as those of Heat, Cold, Sweet, Bit-
or, &c. 2. Complex, which is made by joining
two or more of the Simple ones; as a bitter-sweet
Apple, a deep blue, &c. 3. Compound, such as
contain two different Ideas of a different Nature to-
gether, as a Medicine of different I",199521,199857,0.815,Meaning Match,N7851,education,"An introduction to the English language and learning. In three parts. Part I. A Spelling-Book of Arts and Sciences; Containing Alphabets of all the Words in the following Sciences, viz. Theology, Ethics, Grammar, Rhetoric, Logic, Poetry, Mythology, Physiology, Geography, Astronomy, Arithmetic, Algebra, Geometry, Mathematics, Mechanics, Anatomy, Physic, Chemistry, Pharmacy, Botany, Jurisprudence, Heraldry. Disposed in a Method entirely New; With the Rules of True Pronunciation and Spelling. Part II. The Rudiments of English Grammar. With the Rules of Orthography, Construction, Emphasis, and a Just Elocution. Part III. Lessons on all the above-mentioned Sciences; Containing a particular Description of each, by Way of Exercise, or Praxis, to enable the Scholar to read justly and judiciously on any Subject whatsoever. With a Preface, shewing, that nothing short of the Method here taken can be sufficient for a Plan of Genuine English Education. By Benjamin Martin.",25882-an introduction to english language and learning in three parts,1766,English,London,"martin, benjamin, 1705-1782"
63,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",539500100,"they
gree, and connect them into one complex Idea by giving
,'msm one Name. Which complex Idea becomes General,

it may be affirm'd of, or belongs to, or is found in more
:ihin one particular Subltance; and the several Subltances of
1which it is affirn'd, &c. are said to be contained under that
General Idea General Ideas of Subltances therefore ar' not
rnude",92481,92841,0.815,Meaning Match,T133432,philosophy,"An essay on the origin of evil. By Dr. William King, late Lord Archbishop of Dublin. Translated from the Latin, with large notes. To which are added two sermons by the same author, the former concerning Divine Prescience, the latter on the Fall of Man.",5010-de origine mali,1739,English,Cambridge,"king, william, 1650-1729"
64,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",365101000,"Ideas, (I
here take Ideas in the largest Sense,) affirm
or deny Something concerning them, and
consequently concerning the Things which
they represent, as they accord or differ, im-
ply or exclude, agree or are oppos'd to each
other, and this according to their different
Measure and Degrees. Now fancy, if you
please, that the Ideas themselves are corpo-
real Morions; what are these Relations",57253,57647,0.815,Meaning Match,T130149,religion,"A treatise concerning the state of departed souls before, and at, and after the resurrection. Written originally in Latin by the late Rev. Dr. Thomas Burnet, Master of the Charter-House, Author of the Theory of the Earth. Translated into English by Mr. Dennis.",1244-de statu mortuorum,1733,English,London,"burnet, thomas, 1635?-1715"
65,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1665300111,"cannot be defined, and between.ideas and
.founds there is no natural connedion, To as that the
.one previolrs to association thould suggest the other.
Even of complex conceptions apd mixed modes, the
mreaning of the names are gen~erally acqulired by as-
fociation; Ior though it is certainly,t'rue, that all fach .
,pames are capable of",3432287,3432623,0.813,Meaning Match,T197400,education,"Encyclopaedia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. ...","X-encyclopaedia britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. .",1790,English,Dublin,
66,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",753000100,"Two, or two complex in one id.a.

But that Idea, which is a complex Idea, is the Idea of the two Idea's, represented complex in
one Idea, and not the two Idea's really connected into one; which is no lets absurd a Contra-
diction to suppose, than to iuppofe that two Persons Natural are really connected into one Manl
the Idea's of the Mind being proper and adequate Objecs, whereby",130126,130508,0.813,Paraphrase,T104367,law,"Intricacies of the law concerning persons political and offices of law, stated and explained, in the case of the political persons and person, sheriffs and sheriff of London, and the Political Persons and Person, Sheriffs and Sheriff of Middlesex, In the Offices of Keeping the Shires of London and Middlesex, and of Executing the Process of the Superiour Courts, and The Charge of Prisoners by Virtue of the Process; and also By Virtue of the Precepts of the Courts of the City of London. By Isaac Howse, One of the Clerks to Francis Cooper, Esq; one of the Secondaries to the Sheriffs of London.",103410-intricacies of law concerning persons political and offices of law stated and explained in case of political persons and person sheriffs and sheriff of london and political persons and person sheriffs and sheriff of middlesex in offices of keeping shires of london and middlesex and of executing process of superiour courts and charge of prisoners by virtue of process and also by virtue of precepts of courts of city of london by isaac howse one of clerks to francis cooper one of secondaries to sheriffs of london,1729,English,London,
67,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",413901000,"der several of them united to-
""gether, as one Idea; and that not only as they are united
in external Objets, but as itself has joined them. Ideas
"" thus made up of several Simple ones put together, I call

Complex, fnch as are Beauty, Gratitude, a Man, an Army,
the Universe; which though complicated of various simple
Ideas, or complex Ideas made up of simple ones, yet are,
""",6811,7189,0.812,Meaning Match,T75456,religion,"An answer to a book, intituled, An appeal to the common sense of all Christian people, with regard to an important point of faith and practice, imposed upon their consciences, by Church authority; wherein the author's erroneus notions ... are fully laid open. ... In a lette to the author. By John Landon, ...",75628-an answer to book intituled appeal to common sense of all christian people with regard to important point of faith and practice imposed upon their consciences by church authority wherein authors erroneus notions concerning doctrine of trinity and incarnation of jesus christ together with his mistakes in expounding holy scriptures are fully laid open and in which likewise several texts of dr clarkes scripture doctrine of trinity with his arguing upon them are occasionally considered in letter to author by jonh sic landon rector of nustead and ifield in kent,1764,English,London,"landon, john, 1721 or 1722-1782"
68,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",807700103,"Substances, is by the several Modes and Properties of
them, ( wh ch they may call a Complication offimpple Idea, if they please )
but I do assert, that the general Idea, which relates to the Ejence without
there is so jult, and true an Idea, that without it the Complication efffitple I4
de r, will never give us a right Notion of it.

I must do that right to the ingeni",2098741,2099111,0.812,Meaning Match,T101207,religion,"The works of that eminent and most learned prelate, Dr. Edw. Stillingfleet, ... Together with his life and character. In six volumes. ...",76008-works of that eminent and most learned prelate dr edw stillingfleet,1709,English,London,"Stillingfleet, Edward, 1635-1699."
69,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",522601300,"Substances that are compounded
put of themi namely, that they run thro' an

infinite

infinite variety of Changes from the Operations
of the Mind upon them; but do in themselves
remain the fame and unchangeable. As all our
Compounded Ideas are made out of These a-
lone, and as even our most abftra CoGmplex
NTotions take their first R/ie from them; Ib is
our Knowledge of all Things",102591,102974,0.812,Meaning Match,T97622,philosophy,"The procedure, extent, and limits of human understanding.",18932-procedure extent and limits of human understanding,1729,English,London,"browne, peter, approximately 1666-1735"
70,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",475700100,"is by flhort founds to signify with ease and dispatch general conceptions, wherein not
i' only abundance of particulars are contained, but alTo a great variety of independent ideas are col-
"" lesCed into one complex one, and that which holds these different parts together in the unity of one
'complex idea, is the word we annex to it. For the connexion between the loose parts of those com-
"" p",311017,311412,0.811,Paraphrase,T146377,education,"A critical pronouncing dictionary and expositor of the English language. In which Not only the Meaning of every Word is clearly explained, and the Sound of every Syllable distinctly shown, but where Words are subject to different Pronunciations, the Reasons for each are at large displayed, and the preferable Pronunciation is pointed out. To which are prefixed, principles of English pronunciation; in which The Sounds of Letters, Syllables, and Words, are critically investigated, and systematically arranged; the Rules for Pronouncing are so regulated and disposed as to be applicable, on Inspection, to the Words; and the Analogies of the Language are so fully shown as to lay the Foundation of a consistent and rational Pronunciation. Likewise rules to be observed by the natives of Scotland, Ireland, and London, for avoiding their respective Peculiarities; and directions to foreigners for acquiring a Knowledge of the Use of this Dictionary. the whole interspersed with observations, philological, critical, and grammatical. By John Walker, Author of elements of elocution, rhyming dictionary, melody of speaking delineated, &c. &c.",9494-a critical pronouncing dictionary and expositor of english language,1791,English,London,"walker, john, 1732-1807"
71,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",265600100,"without uniting them into one; by which
it gets all its Ideas of Relations. The 3d is, Sepa-
rating them from all other Ideas that accompany
them in their real Existence: This is called Ab-
ltraction; and thus all its general Ideas are made B.

A LL Ideas formed in any of the three Ways
abox emcntioned, Mr. Locke calls complex Ideas;
which he divides again into",57373,57736,0.811,Meaning Match,T87827,philosophy,"An enquiry into the ideas of space, time, immensity, and eternity; As also the Self-Existence, Necessary Existence, and Unity of the Divine Nature: in answer to a book lately publish'd by Mr. Jackson, entitled, The existence and unity of God proved from his Nature and Attributes. By Edmund Law, M. A. Fellow of Christ-College in Cambridge. To which is added, a dissertation upon the Argument a Priori for proving the Existence of a First Cause. By a learned hand.",89004-an enquiry into ideas of space time immensity and eternity as also self-existence necessary existence and unity of divine nature in answer to book lately publishd by mr jackson entitled existence and unity of god proved from his nature and attributes by edmund law m a fellow of christ-college in cambridge to which is added dissertation upon argument priori for proving existence of first cause by learned hand,1734,English,Cambridge,"law, edmund, 1703-1787"
72,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",602800203,"Complex Ab/rait Idea. Which when they are fo;und ,nited
in any Individual Exifling, though joyned in that Exiflence with Jeveral other
Ideas, that Individual is truly [aid to have the Nature of a Man, or the Nature of
Man to be in him: for as much as ah thee simple Ideas are found united in 'lm,
which anjiver the Complex Abflrat Idea to which the fpecifck",2229582,2229939,0.811,Meaning Match,T101214,religion,"Origines Britannicæ; or, the antiquities of the British churches. With a preface concerning some pretended antiquities relating to Britain: In Vindication of the Bishop of St. Asaph. By the Right Reverend Father in God, Edward Stillingfleet, D. D. Late Lord Bishop of Worcester. The third volume.",38840-origines britannicae or antiquities of british churches with preface concerning some pretended antiquities relating to britain in vindication of bishop of st,1710,English,London,"Stillingfleet, Edward, 1635-1699."
73,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",783900202,"of one simple substance,
we must suppose it possessed of qualities that are
incompatible, and reciprocally exclusive of each
other, such as those of thought and extension, one
of which is essentially divisible, and the other inca-
pable of divisibility. Thought, or, if you will,
Sentiment, is, beside, fuppoled to be a primitive
quality, and inseparable from the fubltance to
which it belong",154643,155035,0.811,Meaning Match,T134883,philosophy,"Emilius; or, a treatise of education. Translated from the French of J. J. Rousseau, ... In three volumes. ...",1098-emile,1768,English,Edinburgh,"rousseau, jean-jacques, 1712-1778"
74,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",621500102,"not (imple.
plexo compuesto, lo qe
de muchas partes.
COMPLEX TERMS, Or IDEAS.(

Such as are comipounded of
veral limple ones. 7erm;no,
plexos , ideas complexas.
COMPLEX PROPOSITION. Proys

complexa.
CÓMPLEX. s. V. coMPLATIO
COMPLÉXEDNESS. s. Co

cation, involution of many
ticular parts in one inte",1017000,1017298,0.81,Meaning Match,T145296,education,"Diccionario nuevo de las dos lenguas espanola é inglesa en quatro tomos. ... Compuesto por los RR. PP. MM. Fr. Tomas Connelly, ... y Fr. Tomas Higgins, ...",27144-diccionario nuevo de las dos lenguas espa⁻nola e inglesa en quatro tomos,1797,Spanish,Madrid,"connelly, thomas"
75,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",38700400,"ing Ideas, which were receiv'd separately;

of comparing their Objets by means of the
Ideas, and of observing their Relations and
Proportions; of enlarging and dimzinifbing
its Ideas at pleasure, or in any certain Ratio,
or Degree; and of confidering separately

2 each

each of the simple Ideas, which might per- Sed. i.
haps have been imprefs'd jointly in",20240,20597,0.81,Meaning Match,T83285,philosophy,"An inquiry into the original of our ideas of beauty and virtue; in two treatises. I. Concerning beauty, order, harmony, design. II. Concerning moral good and evil.",4734-an inquiry into original of our ideas of beauty and virtue in two treatises,1726,English,London,"hutcheson, francis, 1694-1746"
