,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
55,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",293701200,"which a moving
Body changes its Place; and may always be known by the space
that the Body goes through in a given Time.

5. THE Quantity of Motion may be increas'd; either by.increaf-
ingthe Quantity of Matter, which is mov'd with a determinate
Velocity; or keeping the fame Quantity of Matter, and increasing
the Velocity; or by increasing both.-And in the three Cafes it is
done by",126308,126691,0.789,Meaning Match,T135355,science,"A course of experimental philosophy. By J. T. Desaguliers, L L. D. F. R. S. Chaplain to his Grace the Duke of Chandos. Vol. I. Adorn'd with thirty-two copper-plates.",4228-a course of experimental philosophy,1745,English,London,"desaguliers, j. t., 1683-1744., (john theophilus)"
56,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",207901000,"motion may be the fame. 3dy. Motion is
the action of a body, by which it changes place.

3. Aristotle's definition of motion, viz. "" The
energy of what exiits in power, confidered as To ex-
ifing,"" sig;nifies, "" The a&ual exercise of the ca-
pacity which a being has of becoming an agent,
confidered as rendering that being an agent in fat,
which before had simply",18341,18705,0.789,Paraphrase,T78095,philosophy,"An analysis of the principles of natural philosophy, by Matthew Young, D.D.S.F.T.C.D. Now Bishop of Clonfert.",106562-an analysis of principles of natural philosophy by matthew young,1800,English,Dublin,"young, matthew, bishop of clonfert, 1750-1800"
57,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1641100100,"no local Motion as to its Duration, Impetus, In-
tention, Dire&ion, and all kinds of Differences
can be otherwise estimated in itself, or compared
with another Motion, but from the Spaces (i. . the
Right or Circular Lines) it palres through, there-

fore

/ 4

fore most Parts of Physics, and all their kindred
Arts universally wherein local Motion principally
obtains, are to be",96664,97043,0.788,Meaning Match,T92650,philosophy,"The usefulness of mathematical learning explained and demonstrated: Being mathematical lectures read in the publick schools at the University of Cambridge. By Isaac Barrow, D.D. professor of the mathematics, and master of Trinity-College, &c. to which is prefixed, the oratorical preface of our learned author, spoke before the university on his being elected lucasian professor of the mathematics. Translated by the Revd. Mr. John Kirkby, of Egremond in Cumberland",62582-usefulness of mathematical learning explained and demonstrated being mathematical lectures read in publick schools at university of cambridge,1734,English,London,"barrow, isaac, 1630-1677"
58,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",631100401,"pourquoi le mouvement n'eft jamais fi
puiffant que dans les corps qui approchent
de l'organifation élémentaire: qui fait même
fi dans la langue philofophique le mot de
mouvement n'eft pas fynonyme à celui d'élé-
mens de la matiere?

Une des modifications du monvement
eft la force qui fait graviter les corps les
uns vers les autres en raifon direde des
maffes, & in",89382,89748,0.788,Meaning Match,T122004,philosophy,"De la philosophie de la nature, ou traité de morale pour l'espèce humaine ...",23752-de la philosophie de la nature ou traite de morale pour lespece humaine tire de la philosophie and fonde sur la nature,1777,French,London,"sales, j. de, 1741-1816., (jean)"
59,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",234800201,"without diffiiing
Motion; or that Motion could enfuWe, without
Activity and Change, in all the exterior Parts of
the Chaos ? And thus from the sacred Writings,
we acquire the first Idea of Motion,, from whose
Original, all the other Principles of xAttraction
and Repulsion, with their subordinate Modes of
Uirty and. Division, arose: And hence it follows,
that Matter and Motion, with their",183304,183694,0.788,Meaning Match,T99756,philosophy,"The christian philosopher; or, a divine essay on the principles of man's universal redemption, in Two Volumes. ... . Book I. Containing, The Cosmogony of Moses, or a Divine Essay on the Principles, and Causes, employed by Almighty God in the Creation of the World, and Formation of our Earth; demonstrating all along the Necessity of a divine Hand, both to adjust the Principles, actuate the Causes, and accelerate the Motions, that gave Being, Order, and Harmony to the six Days Work. To which are added, Remarks upon divers modern Philosophers, who, from their own unreasonable Notions, have laboured to undermine the Mosaick Plan of Creation. By Nicholas Robinson, M. D. A Member of the Royal College of Physicians, and Physician to Christ's-Hospital, London.",16068-christian philosopher or divine essay on principles of mans universal redemption,1757,English,London,"robinson, nicholas, 1697?-1775"
60,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",876700200,"--

"" Who, motion, foreign to the fmallelt grain,
"" Shot' through vast mafl'es of enormous weight ?'
"" Who bid brute matter's restive lump afl'ume
"" Such various forms, and gave it wings to fly !
"" Has matter innate motion ? then each atom,
"" Asserting its indisputable right
"" To dance, would form an universe of dullt.
"" Has matter none ?",404755,405095,0.788,Topical,T187556,philosophy,"The complaint; or night-thoughts on life, death, and immortality. To which are added, some thoughts on the late rebellion, and a paraphrase on part of the Book of Job.",29-complaint or night-thoughts,1769,English,Edinburgh,"young, edward, 1683-1765"
61,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",37900800,"was discovered,
by means of the ele&rical Apparatus, to be a
permanent, durable Principle.

B. How do modern Philosophers account
for the Cause of Motion ?

Dr. Keil, In the 6th Lecture of his Tntro-
duction to natural Philosophy, p. 68. Edi. 2d.
when speaking of motion calls it "" the noblest

4 fecin n that Body is endued with; fa)",213545,213879,0.788,Meaning Match,T113678,science,"The electrical philosopher. Containing a new system of physics founded upon the principle of an universal plenum of elementary fire, wherein the nature of elementary fire is explain'd, ... To which is subjoin'd a postcript [sic]. ... By R. Lovett, ...",48641-electrical philosopher containing new system of physics founded upon principle of universal plenum of elementary fire wherein nature of elementary fire is explaind,1774,English,Worcester,
62,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1028900100,"a motion or vibration which may be of
great intensity and yet not evidclt?--a motion

F

. A)~~~~~~~~~~~~~~^

[ 84 ]
which acts in defiance of all the laws of moving
bodies ?-a motion which is capable of being
increased in proportion to the quantum of resis-
tance; and which does not cease till it becomes
destitute of proper matter to dissipate in atoms;
--a motion",32800,33167,0.788,Meaning Match,T202053,science,The sceptic.,184004-sceptic,1800,English,Retford,sceptic
63,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1015000300,"of Motion is meant the Swiftness of any thing
moving fron one Place to another. .

The Consideration of these, according as they may be proposed, are
the SubjeEts of the Mathematicks, but chiefiy that of MIatter.

Now the Consideration of /atter, with refpct to it's Quantity,
Form, andPofition, which may either be Natural, Accidental, or
Designed, will admit of infinite",12000,12372,0.788,Meaning Match,T177804,ephemera-practical,"The young mathematician's guide: being a plain and easy introduction to the mathematicks. In five parts. Viz. I. Arithmetick, Vulgar and Decimal, with all the useful Rules; And a General Method of Extracting the Roots of all Single Powers. II. Algebra, or Arithmetick in Species; wherein the Method of Raising and Resolving Equations is rendered Easy; and illustrated with Variety of Examples, and Numerical Questions. Also the whole Business of Interest and Annuities, &c. performed by the Pen. III. The Elements of Geometry contracted, and Analytically demonstrated; with a New and easy Method of finding the Circle's Periphery and Area to any assigned Exactness, by one Equation only: Also a New Way of making Sines and Tangents. IV. Cortick Sections, wherein the chief Properties, &c. of the Ellipsis, Parabola, and Hyperbola, are clearly demonstrated. V. The Arithmetick of Infinites explained, and rendered Easy; with it's Application to superficial and solid Geometry. With an appendix of practical gauging. By John Ward. The eighth edition, carefully corrected. To which is now first added, a supplement, containing the history of logarithms, and an index to the whole Work.",1302-young mathematicians guide being plain and easy introduction to mathematicks,1747,English,London,"ward, john, active 1698-1709"
64,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",537600102,"motion derived to matter from a first intelligent cause,
who must be the beginner of motion, which experience
teaches is not essential to matter, and the author of life,
sense, and intelligence; which are things we could not
poflibly conceive to arise from any modifications of mat-
ter, even though motion were eflential to it. After having
said this, I need not be reserved in explaining to you, and
developing of its emblematical dress the",510579,511021,0.788,Topical,T84383,literature_and_arts,"Athenian letters: or, the epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian war. Containing the history of the times, in dispatches to the ministers of state at the Persian court. Besides letters on various subjects between him and his friends. ...",X-athenian letters,1792,English,Dublin,
65,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",820100101,"the
Schools speak. And indeed, Motion taken in this Sense, not for a Translation of
Body from one Place to another, but for the acive Cause of Motion, may be very
well said to be incorporeal, or the Deity itself. But how came this Motion into
Matter at first? And which Way did Matter attain this Divine AElivity, or God-
like Energy? Here they must assert one of these three Things; either, I.",1612458,1612852,0.787,Meaning Match,T127878,philosophy,"A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes. ...",X-a defence of natural and revealed religion,1739,English,London,
66,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",25900400,"the latter.

( '4 )
agent, nor felf-mover in the universe, but an eter,
nal chain of effets without any cause, which is a
:manifest contradiction. "" For the beginning of
*"" motion must be from some thing which is self-

.moved'; since othenvife all nature must sand still,
"" without any force or energy to put it in mo-
-"" tion."" And if there must",17801,18148,0.787,Meaning Match,T72233,philosophy,"An essay on liberty and necessity: in answer to Augustus Toplady's tract, on (what he calls) ""christian and philosophical necessity asserted."" in which John Wesley's ""thoughts on necessity"" are examined and defended; the Difficulties of these Subjects rendered plain and easy to common Readers; and Human Liberty fully proved. By Philaretus.",69783-an essay on liberty and necessity in answer to augustus topladys tract on what he calls &quot christian and philosophical necessity asserted&quot in which john wesleys &quot thoughts on necessity&quot are examined and defended difficulties of these subjects rendered plain and easy to common readers and human liberty fully proved by philaretus,1775,English,London,"whitehead, john, 1740?-1804"
67,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",161902500,". It is a motion of the particles of fen-
forial power. And what is motion, or to
what has it any similitude ? It will be impof-
fible to invent an answer, from which a que-
stion may not be extracted, if we resolve, in
the true spirit of scepticism, to understand no-
thing. When the Newtonian is able to in-
form us, what he means, when he uses the
term attraction,",136830,137197,0.787,Topical,T113782,science,"Observations on the zoonomia of Erasmus Darwin, M.D. By Thomas Brown, Esq.",179321-observations on zoonomia of erasmus darwin md by thomas brown,1798,English,Edinburgh,"brown, thomas, 1778-1820"
68,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",329700301,"tendency
to move every way, it is evident it can move no way, feeing the endeavour towards motion,
would then be perfetly equal on all rifes of it ; and no reason could be given why it should de-
termine itself one way rather than another.

That motion is not essential to matter, appears farther from hence, that the idea of matter is
not inseparably united with that of motion. Solidity, extension, and figure, are properties",174675,175102,0.787,Meaning Match,T130958,religion,"Theologia speculativa: or, the first part of a body of divinity under that title. Wherein are explain'd the principles of natural and reveal'd religion. By Richard Fiddes, ...",22435-theologia speculativa or first part of body of divinity under that title,1718,English,Dublin,
69,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",629900108,"a ds
Motion, we inut underitand by just Definitions, what Ideas
we are to fix to that Word. For the Word Motion is become anm-
biguous, and is used in afimple andcomplex Senife. Motion, in is
simple Acceptation, is only a.Change ofPlace in Bodies. But in the
romplex, or pyfical Senfie, it implies all the Change that is made in
the State",13050,13388,0.787,Meaning Match,P2572,literature_and_arts,"The general magazine of Arts and Sciences, philosophical, philological, mathematical, and mechanical ... By Benjamin Martin.",X-the general magazine of arts and sciences,1755,English,London,
70,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",537500200,". A mover.
MOITORY, mb'-tiBr-r?. a. Giving motion.
MOTTO, mot'-tb. f. A entience added to
a device, or prsfixed to any thing written.
[1] To

To MOVE,. no'v. v. a. To plt out of MOULDWARP, mi'd-w;,rp.f.
one place into another, to put in notion",1936051,1936294,0.786,Topical,T154433,philosophy,"A general dictionary of the English language. One main object of which, is, to establish a plain and permanent standard of pronunciation. To which is prefixed A rhetorical grammar. By Thomas Sheridan, A.M. Dedicated to the volunteers of Ireland.",13180-a general dictionary of english language one main object of which is to establish plain and permanent standard of pronunciation,1784,English,Dublin,"Sheridan, Thomas, 1719-1788"
71,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1742200112,"ftinftions of motion into different kinds have
tionsormo- been no less various, and no less insignificant, than the
111 into, several definitions of it. , The moderns who reje&
kinds infi the peripatetic divifon. of motion into four classes, yet
mircant. - confider it themselves as either absolute or relative. Thus

we are told, that. "" absolute motion is the change of ab-
solute place,",2507628,2508017,0.786,Meaning Match,N6642,history,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",X-encyclopædia britannica,1797,English,Edinburgh,
72,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",885600700,", the a&ion and force of
moving bodies; and the conftruEtion and cf-
feds of all those. machines and engines which
go by the name of mechanic powers.

9. What is motion ?
A. A continual and fuccefllve change of
place.

Z. What is ret ?
A. The continuance of a body in the fame
place for any time.

Q Pray'explain what is meant by a me-
chanic",48816,49158,0.785,Meaning Match,T129294,religion,"An easy introduction to the arts and sciences: being a short, but comprehensive system of useful and polite learning. Divided Into Lessons. Illustrated with Cuts, and adapted to the Use of Schools and Academies. By R. Turner, jun. LL.D. Late Of Magdalen-Hall, Oxford: Author of an Easy Introduction to Geography, &c.",5082-an easy introduction to arts and sciences being short but comprehensive system of useful and polite learning,1787,English,London,"turner, r., 1753-1788., (richard)"
73,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",539900900,"ation and Motion of
insensible Particles of that Matter which exists in the World, that there-
fore this whole Matter was produc'd by the casual occurfions of these
Atoms ? It will ask more Time and Pains than is usually taken by the
Philosophers either ancient or modern, to prove that those things what-
soever they are, whether Elements or Particles, out of which Bodies are
fuppos'd to be compound",1083496,1083897,0.784,Meaning Match,T101210,philosophy,"Origines sacræ: or, a rational account of the grounds of natural and reveal'd religion. The eighth edition. To which is now added part of another book upon the same subject, Written A. D. MDCXCVII. Publish'd from the Author's Own Manuscript. By the Right Reverend Father in God, Edward Stillingfleet, D. D. Late Lord Bishop of Worcester.",9060-origines sacrae or rational account of grounds of natural and reveald religion eighth edition,1709,English,London,"Stillingfleet, Edward, 1635-1699."
74,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",275100302,"ProclusinEuclid. lib. II. p. 16.atBafil in 1533.

THE

THE idea of motion, and -its affetion velocity,
are very dillin& from the ideas either of time or
space; for both of there may be present to the mind
without the other. True it is, that different degrees
of velocity in the motion of any body are in the
fame proportion to each other, as the spaces, which
would be described by",610557,610938,0.784,Meaning Match,T81183,science,"Mathematical tracts of the late Benjamin Robins, Esq; Fellow of the Royal Society, and Engineer General to the Honourable the East India Company. In two volumes. ... . Containing his New Principles of Gunnery, with several subsequent Discourses on the same Subject, the greatest Part never before printed. Published by James Wilson, M.D.",84447-mathematical tracts of benjamin robins fellow of royal society and engineer general to honourable east india company in two volumes containing his new principles of gunnery with several subsequent discourses on same subject greatest part never before printed published by james wilson md,1761,English,London,"robins, benjamin, 1707-1751"
75,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",451900300,"'Univers de la.
manière fuivante. De l'action oppofée de la
qualité créatrice & de la qualité deftru&ive
dans la matière, naquit d'abord le mouve.
ment (2). Le mouvement fut de trois efpèces,
mouvement ou force plaffique (3), mouvement
ou force de défunion (4), mouvement ou force
d'inertie (y). Alors le choc des impulfions con-
traires produi",118359,118703,0.784,Topical,T99172,religion,"Le Bhaguat-geeta, ou dialogues de Kreeshna et d'Arjoon; contenant un précis de la religion & de la morale des Indiens. Tradiut du Samscrit, ... par M. Charles Wilkins; ...","X-le bhaguat-geeta, ou dialogues de kreeshna et d'arjoon; contenant un précis de la religion & de la morale des indiens.",1787,French,Paris,
76,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",518000300,"of Motion, seems to me to be a
.latter entirely unlknown. Nevertheless,
Ice it is a certain Phenomenon, it is to
hee accounted a Law of Nature.

LAW- 2.
The Change of Motion is always Propor- X 5
tional to the impressed motive Force, and is
always made according to. the Riglt Line in
which that Force is impvrejed.

When another Force is superadded to
a Body in Motion,",98529,98899,0.784,Meaning Match,T120694,science,"Mathematical elements of physicks, prov'd by experiments: being an introduction to Sir Isaac Newton's philosophy. By Dr. Wm. James 's Gravesande, Professor of Mathematicks and Astronomy in the University of Leyden, and Fellow of the Royal Society of London. Made English, and illustrated with 33 copper-plates. Revis'd and corrected, by Dr. John Keill, F. R. S. Professor of Astronomy in Oxford.",3889-physices elementa mathematica experimentis confirmata,1720,English,London,"gravesande, willem jacob 's, 1688-1742"
77,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",38000100,"about motion, as strange at the former, is
this, if there be two contiguous Bodies, A and
B; and if B, were carried towards C, by the
very fame A&ion A is transferred from B; so
that there is an equal quantity of motion, and
a&ion, in both, tho' to all men's senses, the
body A seems not to be moved at all. Another
law of motion, as contrary to sense as",17285,17639,0.784,Meaning Match,T122602,science,"An examination of Dr. Burnet's Theory of the earth: with some remarks on Mr. Whiston's New theory of the earth. Also an examination of the reflections on the theory of the earth; And A Defence of the Remarks on Mr. Whiston's New Theory. By J. Keill, A. M. of Balliol College, Oxon. The second edition corrected, and all the Figures (25 in Number) Engraved on Copper Plates. To the whole is annexed a dissertatio on the different figures of the colestial bodies, &c. With a Summary Exposition of the Cartesian and Newtonian Systems. By Mons. de Maupertuis, Fellow of the Royal Society, and of the Royal Academy in Paris.",19782-an examination of burnets theory of earth together with some remarks on mr,1734,English,Oxford,"keill, john, 1671-1721"
78,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",546900103,"motion, as we fee by many accidents in
common life : the matter therefore of the old heaven
and old earth will remain, to an atom, after the fire
has had its will of it; of which God will form the
new. Nor does the word create forbid such a notion;
for though it properly signifies "" making Something
[tobe, that had no existence before,]"" yet in the
writings of the prophets and apolffes it often signifies",417530,417937,0.784,Topical,T116227,religion,"A course of lectures, on the prophecies that remain to be fulfilled. Delivered in the borough of Southwark, as also, at the chapel in Glasshouse-Yard, in the year 1789. By Elhanan Winchester. Repent; For The Kingdom Of Heaven IS At Hand. ...",45166-a course of lectures on prophecies that remain to be fulfilled delivered in borough of southwark as also at chapel in glasshouse-yard london,1789,English,London,"winchester, elhanan, 1751-1797"
79,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",62900401,". They who define Motion by
c-nparing theThing whichis moved,
not with theBjdies that encampafsit,
b.t only with Space which is im-
moveib!e and infinite, can never
know or un'detiland, whether any
B..dy at all rels, ror what theabfj-
lute Celerity of thoe B..dies that are
moved is; for btfles,",142782,143077,0.784,Meaning Match,T114004,science,"Rohault's system of natural philosophy, illustrated with Dr. Samuel Clarke's notes taken mostly out of Sir Isaac Newton's philosophy. Illustrated with Dr. Samuel Clarke's Notes Taken mostly out of Sir Isaac Newton's Philosophy. ... . Done into English by John Clarke, D. D. Dean of Sarum.",2143-traite de physique,1735,English,London,"rohault, jacques, 1618-1672"
80,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1109800203,"motion ? then each atom,

Afierting its indisputable right
"" To dance, would form an universe ofduft:
"" Has matter none P then whence these glorious

forms, D d 2

"" And boundlefsflights, fromi7ape/efI, and repos'dP
"" Has matter more than motion ? has it thought,
"" Judgment, and genius ? is it deeply learn'd
"" In mathematics",399131,399457,0.784,Topical,N25939,literature_and_arts,"The works of the Reverend Edward Young, LL. D. Rector of Wellwyn in Hertfordshire, and Chaplain in Ordinary to His Majesty. In four volumes. ...",438-works of author of night thoughts volume fifth,1765,English,London,"young, edward, 1683-1765"
81,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",634401400,"and the moveable
- parts, consisting of certain globular atoms apt
i for motion, they are thereby, and by the mo-
, bility of the globular atoms, put into motion.
A third, finding fault with the two former,
( because these motions are so regular, and
"" do express the various plenomena of the
(, distribution of time, and of the heavenly
"" motions; therefore it seems to him, that this
s'",580674,581062,0.784,Meaning Match,T94177,education,"Rhetoric; or, a view of its principal tropes and figures, in their origin and powers: with a Variety of Rules to escape Errors and Blemishes, and Attain Propriety and Elegance in Composition. By Thomas Gibbons, D.D.",59577-rhetoric or view of its principal tropes and figures in their origin and powers with variety of rules to escape errors and blemishes and attain propriety and elegance in composition by thomas gibbons dd,1767,English,London,"gibbons, thomas, 1720-1785"
82,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",493700101,", at the
beginning of the dispute, the meaning of terms. By the
term motion they seem more commonly to have meant
ch!lnge of nature, than change of place.
The notion ascribed to Xenophanes concerning the
nature and origin of the celeffial bodies, as meteors
daily renewed, is so absurd, that we are inclined to
think it muff have been defectively or unfairly flated.
It is not un",934982,935361,0.784,Meaning Match,T109659,philosophy,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL.D. In two volumes. ...",53115-historia critica philosophiae,1792,English,Dublin,"brucker, johann jakob, 1696-1770"
83,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",184200300,"atom,
Aferting it's indisputable right
To dance, vould form an universe of dull:
Has matter none ? Then whence these glorious forms,
And boundless flight~, from fllapelefs, and repos'd .
Has matter more than motion ? Has it thought,
judgement, and genius? Is it deeply learn'd
lu mathematics f -Has it fram'd fluh laws,
Which,",335506,335832,0.784,Topical,T90314,literature_and_arts,"A collection of English prose and verse, for the use of schools, selected from different authors. By Alexander Barrie, Teacher of English in Edinburgh.",X-a collection of english prose and verse,1781,English,Edinburgh,
84,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1301100100,"matter innate motion ? Then each atom,
Aflerting its indisputable right
To dance, would form an universe of dult:
Has matter none ? Then whence these glorious forms,
And boundless flights, from thapelefs, and repos'd

i

Has matter more than motion ? Has it thought,
Judgment, and genius ? Is it deeply learn'd
In Mathematics ? Has it fram'd fach laws,
Which,",230182,230541,0.783,Topical,T207884,literature_and_arts,"The Speaker: or, Miscellaneous pieces, selected from the best English writers. And disposed under proper heads, with a view to facilitate the improvement of youth, in reading and speaking. To which is prefixed an essay on elocution. By William Enfield, L.L.D. lecturer on the belles lettres in the academy at Warrington",1247-speaker or miscellaneous pieces selected from best english writers and disposed under proper heads with view to facilitate improvement of youth in reading and speaking,1777,English,London,"enfield, william, 1741-1797"
85,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1752100201,"into motion, and therefore to furnish this motion,
"" there is a certain materia Jubtilis that pervades this

C 3 "" engine,

"" engine, and the moveable parts, consisting of several
Sglobular atoms apt for motion, they are thereby, and
"" by the mobility of the globular atoms put into motion.""
A third finding fault with the two former, because "" those
"" motions are so regular, and do express the various
a ph",105035,105443,0.782,Meaning Match,N32125,religion,"Contemplations moral and divine. In two volumes. By Sir Matthew Hale, ... To which is prefixed, an account of his life and death. By ... Dr. Gilbert Burnet, ... The fifth edition, corrected. ...",201-contemplations moral and divine,1792,English,London,"Hale, Matthew, 1609-1676"
86,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",879800801,"Motion it is; for Motion
of what Sort soever can never be confious,
nor represent Things as our Thoughts do. I have
noted thus much in general, only to ihew the

diffcrcnt

different Nature of Motion and Cogitation, that
we may be the more sensible that they have no
mutual Connexion in us, nor in any other Crea-
ture, from their Essence or essential Properties,
but by a supervenient Power from the Author",653132,653539,0.782,Meaning Match,N21363,science,"The sacred theory of the earth: containing an account of the original of the earth, And of all the General Changes which it hath already undergone, or is to undergo, till the Consummation of all Things. In four books. I. Concerning the deluge, II. Concerning paradise, III. The burning of the world. IV. The new heavens and new earth. With a review of the theory, and of its proofs; especially in reference to scripture. As also the author's defence of the work, from the exceptions of Mr. Warren, and the examination of Mr. Keil. And an ode to the author by Mr. Addison. ...",2059-telluris theoria sacra,1734,English,London,"burnet, thomas, 1635?-1715"
87,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1116300115,"of motion, the notion
'*~^^ of which inclides the notions of space and duration

(two mathematical quantities), and no other. It does
not therefore express a mathematical quantity itself, but
; relation, a combination of two mathematical quanti-
ties of different kinds; and as it is measurable in the
quantities si combined, its measure must be a unit of its
own kind, that is, an unit of space as",4823883,4824281,0.782,Topical,W31873,education,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...","X-encyclopaedia; or, a dictionary of arts, sciences, and miscellaneous literature .",1798,English,Philadelphia,
88,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",196700104,", that
something betides motion may give begin-
ning to motion; and by parity of reason,
an immaterial being may move matter; for
where's the mighty difference between mo-
tion's being produc'd by an immaterial be-
ing, and its being generated by a material
being in motion, not as a material being,
nor as a material being in motion, but as a
material being endued with reason ? When a
rational being is determin'd",141000,141415,0.781,Meaning Match,T106237,religion,"Sermons and tracts: being the posthumous works of the late reverend Mr. Henry Grove, of Taunton. Published from the author's manuscript. In four volumes.",50572-sermons and tracts being posthumous works of reverend mr,1740,English,London,"grove, henry, 1684-1738"
